id,title,author,year,genre,cover_url,cover_filename,license,source,one_line_plot
/works/OL52266W,The Invisible Man,H. G. Wells,0,fantasy,https://covers.openlibrary.org/b/id/6419199-L.jpg,book_covers/_works_OL52266W_6419199.jpg,public-domain/unknown,openlibrary,"This book is the story of Griffin, a scientist who creates a serum to render himself invisible. Griffin's descent"
/works/OL28988W,Northern Lights,Philip Pullman,1995,fantasy,https://covers.openlibrary.org/b/id/8747028-L.jpg,book_covers/_works_OL28988W_8747028.jpg,public-domain/unknown,openlibrary,"Philip Pullman invites readers into a world as convincing and thoroughly realized as Narnia, Earthsea,"
/works/OL24034W,Treasure Island,Robert Louis Stevenson,1880,fantasy,https://covers.openlibrary.org/b/id/13859660-L.jpg,book_covers/_works_OL24034W_13859660.jpg,public-domain/unknown,openlibrary,"Treasure Island is an adventure tale known for its atmosphere, characters and action. Traditionally considered a coming-"
/works/OL27479W,The Two Towers,J.R.R. Tolkien,1954,fantasy,https://covers.openlibrary.org/b/id/14627564-L.jpg,book_covers/_works_OL27479W_14627564.jpg,public-domain/unknown,openlibrary,"The Lord of the Rings is a three-volume epic, set in the imaginary world of Middle-earth."
/works/OL27513W,The Fellowship of the Ring,J.R.R. Tolkien,1954,fantasy,https://covers.openlibrary.org/b/id/14627060-L.jpg,book_covers/_works_OL27513W_14627060.jpg,public-domain/unknown,openlibrary,"In ancient times the Rings of Power were crafted by the Elven-smiths. Sauron, the Dark Lord"
/works/OL99499W,Five Children and It,Edith Nesbit,1905,fantasy,https://covers.openlibrary.org/b/id/28174-L.jpg,book_covers/_works_OL99499W_28174.jpg,public-domain/unknown,openlibrary,"Five siblings find a creature that grants their wishes. Be careful what you wish for, it might come true."
/works/OL28993W,The Subtle Knife,Philip Pullman,1997,fantasy,https://covers.openlibrary.org/b/id/12614549-L.jpg,book_covers/_works_OL28993W_12614549.jpg,public-domain/unknown,openlibrary,"Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife"
/works/OL18412W,Dorothy and the Wizard in Oz,L. Frank Baum,1908,fantasy,https://covers.openlibrary.org/b/id/12648659-L.jpg,book_covers/_works_OL18412W_12648659.jpg,public-domain/unknown,openlibrary,Dorothy and the Wizard in Oz is the fourth book in Baum's Oz series. The series chron
/works/OL27455W,The Return of the King,J.R.R. Tolkien,1950,fantasy,https://covers.openlibrary.org/b/id/14627062-L.jpg,book_covers/_works_OL27455W_14627062.jpg,public-domain/unknown,openlibrary,The Return of the King brings to a close the great epic of war and adventure begun in The Fellowship of the
/works/OL27495W,The Silmarillion,J.R.R. Tolkien,1977,fantasy,https://covers.openlibrary.org/b/id/14627042-L.jpg,book_covers/_works_OL27495W_14627042.jpg,public-domain/unknown,openlibrary,The Silmarillion was a number-one New York Times bestseller when it was originally published. It is
/works/OL71124W,The Last Battle,C.S. Lewis,1956,fantasy,https://covers.openlibrary.org/b/id/6529226-L.jpg,book_covers/_works_OL71124W_6529226.jpg,public-domain/unknown,openlibrary,"For the first time, an edition of Lewis's classic fantasy fiction packaged specifically for adults. Includes an exclusive """
/works/OL71037W,"The Lion, the Witch and the Wardrobe",C.S. Lewis,1950,fantasy,https://covers.openlibrary.org/b/id/8441376-L.jpg,book_covers/_works_OL71037W_8441376.jpg,public-domain/unknown,openlibrary,"The Lion, the Witch and the Wardrobe is the second book in C. S. Lewis's classic fantasy"
/works/OL52267W,The Time Machine,H. G. Wells,1895,fantasy,https://covers.openlibrary.org/b/id/9009316-L.jpg,book_covers/_works_OL52267W_9009316.jpg,public-domain/unknown,openlibrary,"The Time Traveller is a dreamer obsessed with traveling through time. He travels 800,000 years into"
/works/OL52114W,The War of the Worlds,H. G. Wells,0,fantasy,https://covers.openlibrary.org/b/id/36314-L.jpg,book_covers/_works_OL52114W_36314.jpg,public-domain/unknown,openlibrary,"The ultimate science fiction classic: for more than one hundred years, this compelling tale of the Martian invasion of Earth"
/works/OL18415W,Ozma of Oz,L. Frank Baum,1907,fantasy,https://covers.openlibrary.org/b/id/12648657-L.jpg,book_covers/_works_OL18415W_12648657.jpg,public-domain/unknown,openlibrary,"Dorothy meets the Scarecrow, the Tin Woodman, the Cowardly Lion, and Princess Oz"
/works/OL71069W,Prince Caspian,C.S. Lewis,1951,fantasy,https://covers.openlibrary.org/b/id/45897-L.jpg,book_covers/_works_OL71069W_45897.jpg,public-domain/unknown,openlibrary,"Prince Caspian blows his magic horn to summons Peter, Susan, Lucy and Edmond to help him with"
/works/OL53908W,Adventures of Huckleberry Finn,Mark Twain,1876,fantasy,https://covers.openlibrary.org/b/id/8157718-L.jpg,book_covers/_works_OL53908W_8157718.jpg,public-domain/unknown,openlibrary,The Adventures of Huckleberry Finn is a novel by Mark Twain. It was first published in the United Kingdom
/works/OL675783W,The Handmaid's Tale,Margaret Atwood,1985,fantasy,https://covers.openlibrary.org/b/id/8231851-L.jpg,book_covers/_works_OL675783W_8231851.jpg,public-domain/unknown,openlibrary,The Handmaid's Tale is a 1985 novel by Canadian author Margaret Atwood. It is set in a near
/works/OL71078W,The Silver Chair,C.S. Lewis,1953,fantasy,https://covers.openlibrary.org/b/id/6950992-L.jpg,book_covers/_works_OL71078W_6950992.jpg,public-domain/unknown,openlibrary,Jill and Eustace must rescue the Prince from the evil Witch.
/works/OL2288676W,Brood of the Witch-Queen,Sax Rohmer,1924,fantasy,https://covers.openlibrary.org/b/id/2011286-L.jpg,book_covers/_works_OL2288676W_2011286.jpg,public-domain/unknown,openlibrary,"The strange deeds of Antony Ferrara, as herein related, are intended to illustrate certain phases of Sorcery"
/works/OL472715W,The Mysterious Affair at Styles,Agatha Christie,1920,fantasy,https://covers.openlibrary.org/b/id/13699667-L.jpg,book_covers/_works_OL472715W_13699667.jpg,public-domain/unknown,openlibrary,The story follows the war-wounded Captain Arthur Hastings to the Styles St. Mary manor of his friend
/works/OL27448W,The Lord of the Rings,J.R.R. Tolkien,1954,fantasy,https://covers.openlibrary.org/b/id/14625765-L.jpg,book_covers/_works_OL27448W_14625765.jpg,public-domain/unknown,openlibrary,"The Lord of the Rings is considered ""the most influential fantasy novel ever written"" Originally published from 1954 through 1956"
/works/OL8193416W,The Picture of Dorian Gray,Oscar Wilde,1890,fantasy,https://covers.openlibrary.org/b/id/14314858-L.jpg,book_covers/_works_OL8193416W_14314858.jpg,public-domain/unknown,openlibrary,The Picture of Dorian Gray is a philosophical novel by Irish writer Oscar Wilde. A shorter novella-
/works/OL71058W,The Horse and His Boy,C.S. Lewis,1954,fantasy,https://covers.openlibrary.org/b/id/9184792-L.jpg,book_covers/_works_OL71058W_9184792.jpg,public-domain/unknown,openlibrary,A boy and a talking horse share an adventurous and dangerous journey to Narnia to warn of invading barbarians
/works/OL71132W,The Voyage of the Dawn Treader,C.S. Lewis,1952,fantasy,https://covers.openlibrary.org/b/id/9184719-L.jpg,book_covers/_works_OL71132W_9184719.jpg,public-domain/unknown,openlibrary,"Lucy, Edmund, and their cousin travel back to Narnia through a painting where they board a ship"
/works/OL262460W,The Lost World,Arthur Conan Doyle,1900,fantasy,https://covers.openlibrary.org/b/id/8231444-L.jpg,book_covers/_works_OL262460W_8231444.jpg,public-domain/unknown,openlibrary,"Journalist Ed Malone is looking for an adventure, and that's exactly what he finds when he meets the eccentric"
/works/OL54031W,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,fantasy,https://covers.openlibrary.org/b/id/9168732-L.jpg,book_covers/_works_OL54031W_9168732.jpg,public-domain/unknown,openlibrary,A blow on the head transports a Yankee to 528 A.D. where he proceeds to modernize King
/works/OL71042W,The Magician's Nephew,C.S. Lewis,1955,fantasy,https://covers.openlibrary.org/b/id/1072931-L.jpg,book_covers/_works_OL71042W_1072931.jpg,public-domain/unknown,openlibrary,Digory and Polly discover Uncle Andrew's secret workshop. They are tricked into touching some magic rings that take them
/works/OL18417W,The Wonderful Wizard of Oz,L. Frank Baum,1899,fantasy,https://covers.openlibrary.org/b/id/552443-L.jpg,book_covers/_works_OL18417W_552443.jpg,public-domain/unknown,openlibrary,The Wonderful Wizard of Oz is still captivating the hearts of countless readers. Come adventure with Dorothy and her three
/works/OL118388W,Flatland,Edwin Abbott Abbott,1884,romance,https://covers.openlibrary.org/b/id/10069547-L.jpg,book_covers/_works_OL118388W_10069547.jpg,public-domain/unknown,openlibrary,Flatland: A Romance of Many Dimensions was written in 1884. It is considered useful in thinking about
/works/OL455512W,The Blithedale Romance,Nathaniel Hawthorne,1852,romance,https://covers.openlibrary.org/b/id/8245179-L.jpg,book_covers/_works_OL455512W_8245179.jpg,public-domain/unknown,openlibrary,A superb depiction of a utopian community that cannot survive the individual passions of its members. Based in part on Hawth
/works/OL1066524W,Pygmalion,George Bernard Shaw,1912,romance,https://covers.openlibrary.org/b/id/9267223-L.jpg,book_covers/_works_OL1066524W_9267223.jpg,public-domain/unknown,openlibrary,Pygmalion is a play by George Bernard Shaw. It was first presented on stage to the public in
/works/OL863808W,Ivanhoe,Sir Walter Scott,1800,romance,https://covers.openlibrary.org/b/id/314235-L.jpg,book_covers/_works_OL863808W_314235.jpg,public-domain/unknown,openlibrary,"Ivanhoe is the tale of Wilfrid, a young Saxon knight, and his love for the"
/works/OL176092W,The Moonstone,Wilkie Collins,1868,romance,https://covers.openlibrary.org/b/id/8237041-L.jpg,book_covers/_works_OL176092W_8237041.jpg,public-domain/unknown,openlibrary,"One of the first English detective novels. Mystery involves the disappearance of a valuable diamond, originally stolen from a Hindu"
/works/OL468485W,Tender is the Night,F. Scott Fitzgerald,1933,romance,https://covers.openlibrary.org/b/id/6984433-L.jpg,book_covers/_works_OL468485W_6984433.jpg,public-domain/unknown,openlibrary,"A psychiatrist, Dick Diver, treats and eventually marries a wealthy patient, Nicole. Eventually, this marriage destroys"
/works/OL36371W,Le roman du masque de fer,Alexandre Dumas,1600,romance,https://covers.openlibrary.org/b/id/2132494-L.jpg,book_covers/_works_OL36371W_2132494.jpg,public-domain/unknown,openlibrary,"Aramis, Athos, Porthos, and D'Artagnan are the Musketeers"
/works/OL77775W,The blue castle,Lucy Maud Montgomery,1926,romance,https://covers.openlibrary.org/b/id/14640067-L.jpg,book_covers/_works_OL77775W_14640067.jpg,public-domain/unknown,openlibrary,"Valancy Stirling is 29, unmarried, and has never been in love. She finds her only consolation in"
/works/OL455305W,The Scarlet Letter,Nathaniel Hawthorne,1850,romance,https://covers.openlibrary.org/b/id/5654516-L.jpg,book_covers/_works_OL455305W_5654516.jpg,public-domain/unknown,openlibrary,The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the
/works/OL77559W,Age of fable,Thomas Bulfinch,1800,romance,https://covers.openlibrary.org/b/id/419378-L.jpg,book_covers/_works_OL77559W_419378.jpg,public-domain/unknown,openlibrary,The Age of Fable offers lively retellings of the myths of the Greek and Roman gods. Drawing on
/works/OL455663W,The House of the Seven Gables,Nathaniel Hawthorne,1851,romance,https://covers.openlibrary.org/b/id/8241487-L.jpg,book_covers/_works_OL455663W_8241487.jpg,public-domain/unknown,openlibrary,"Hawthorne called The House of the Seven Gables ""a romance,"" and freely bestowed upon it many fascinating"
/works/OL1003017W,Memórias póstumas de Brás Cubas,Joaquim Maria Machado de Assis,1881,romance,https://covers.openlibrary.org/b/id/123152-L.jpg,book_covers/_works_OL1003017W_123152.jpg,public-domain/unknown,openlibrary,Memórias póstumas de Brás Cubas é um romance escrito por Machado
/works/OL66513W,Emma,Jane Austen,1815,romance,https://covers.openlibrary.org/b/id/9278312-L.jpg,book_covers/_works_OL66513W_9278312.jpg,public-domain/unknown,openlibrary,"Emma, by Jane Austen, is a novel about youthful hubris and the perils of misconst"
/works/OL15366912W,Utopia,Thomas More,1518,romance,https://covers.openlibrary.org/b/id/7222976-L.jpg,book_covers/_works_OL15366912W_7222976.jpg,public-domain/unknown,openlibrary,Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the
/works/OL36861W,Les Trois Mousquetaires,Alexandre Dumas,1844,romance,https://covers.openlibrary.org/b/id/11929973-L.jpg,book_covers/_works_OL36861W_11929973.jpg,public-domain/unknown,openlibrary,D'Artagnan and three musketeers unite to defend the honor of Anne of Austria against the plots
/works/OL76350W,Orthodoxy,Gilbert Keith Chesterton,1874,romance,https://covers.openlibrary.org/b/id/6268135-L.jpg,book_covers/_works_OL76350W_6268135.jpg,public-domain/unknown,openlibrary,G. K. Chesterton's Orthodoxy is a work of Christian apologetics. He tries to show that
/works/OL39360W,Orlando,Virginia Woolf,1928,romance,https://covers.openlibrary.org/b/id/3240273-L.jpg,book_covers/_works_OL39360W_3240273.jpg,public-domain/unknown,openlibrary,Orlando is a young nobleman at the beginning of the story-and a modern woman three centuries later.
/works/OL66562W,Sense and Sensibility,Jane Austen,1811,romance,https://covers.openlibrary.org/b/id/9278292-L.jpg,book_covers/_works_OL66562W_9278292.jpg,public-domain/unknown,openlibrary,"Elinor, Marianne, and Margaret are taken in by a kindly cousin. Their lack of fortune affects"
/works/OL66544W,Persuasion,Jane Austen,1789,romance,https://covers.openlibrary.org/b/id/12824691-L.jpg,book_covers/_works_OL66544W_12824691.jpg,public-domain/unknown,openlibrary,"Persuasion is Jane Austen's last published book, published posthumously in December of 1818."
/works/OL468488W,This Side of Paradise,F. Scott Fitzgerald,1920,romance,https://covers.openlibrary.org/b/id/8243609-L.jpg,book_covers/_works_OL468488W_8243609.jpg,public-domain/unknown,openlibrary,F. Scott Fitzgerald's romantic and witty first novel was written when the author was only twenty-three years old
/works/OL15450151W,Le Morte d'Arthur,Thomas Malory,1557,romance,https://covers.openlibrary.org/b/id/8231834-L.jpg,book_covers/_works_OL15450151W_8231834.jpg,public-domain/unknown,openlibrary,Le Morte d'Arthur is a 15th-century Middle English prose reworking by Sir Thomas Malory
/works/OL14877871W,The Canterville Ghost,Oscar Wilde,1887,romance,https://covers.openlibrary.org/b/id/6960817-L.jpg,book_covers/_works_OL14877871W_6960817.jpg,public-domain/unknown,openlibrary,"Oscar Wilde's tale is a commentary on the British nobility of the day. The tale, like many of"
/works/OL2564006W,Genji monogatari,Murasaki Shikibu,1900,romance,https://covers.openlibrary.org/b/id/6614001-L.jpg,book_covers/_works_OL2564006W_6614001.jpg,public-domain/unknown,openlibrary,The Tale of Genji was written by Lady Murasaki Shikibu in 978. It was the first novel
/works/OL17453W,She,H. Rider Haggard,1886,romance,https://covers.openlibrary.org/b/id/295537-L.jpg,book_covers/_works_OL17453W_295537.jpg,public-domain/unknown,openlibrary,"With 83 million copies sold by 1965, it is one of the best-selling books of all time. An"
/works/OL66534W,Northanger Abbey,Jane Austen,1818,romance,https://covers.openlibrary.org/b/id/12567961-L.jpg,book_covers/_works_OL66534W_12567961.jpg,public-domain/unknown,openlibrary,Northanger Abbey is both a perfectly aimed literary parody and a withering satire of the commercial aspects of English g
/works/OL66614W,Lady Susan,Jane Austen,1925,romance,https://covers.openlibrary.org/b/id/12641526-L.jpg,book_covers/_works_OL66614W_12641526.jpg,public-domain/unknown,openlibrary,"Lady Susan Vernon seeks an advantageous second marriage for herself, while attempting to push her daughter into a dismal match."
/works/OL21177W,Wuthering Heights,Emily Brontë,1846,romance,https://covers.openlibrary.org/b/id/12818862-L.jpg,book_covers/_works_OL21177W_12818862.jpg,public-domain/unknown,openlibrary,Wuthering Heights is an 1847 novel by Emily Brontë. It concerns two families of the landed
/works/OL962240W,Justine,Marquis de Sade,1900,romance,https://covers.openlibrary.org/b/id/12975462-L.jpg,book_covers/_works_OL962240W_12975462.jpg,public-domain/unknown,openlibrary,"La prosperite du crime est comme la foudre, dont tous les feux trompe"
/works/OL14868510W,Bleak House,Charles Dickens,1850,romance,https://covers.openlibrary.org/b/id/9279273-L.jpg,book_covers/_works_OL14868510W_9279273.jpg,public-domain/unknown,openlibrary,"Bleak House is one of Dickens's most ambitious novels. A savage, but often comic, indictment of a"
/works/OL872773W,Der Steppenwolf,Hermann Hesse,1927,romance,https://covers.openlibrary.org/b/id/3221083-L.jpg,book_covers/_works_OL872773W_3221083.jpg,public-domain/unknown,openlibrary,"A story that focuses on the loneliness and suffering of the protagonist, Harry Haller, who feels that he has"
/works/OL36287W,Le Comte de Monte Cristo,Alexandre Dumas,1830,romance,https://covers.openlibrary.org/b/id/14566393-L.jpg,book_covers/_works_OL36287W_14566393.jpg,public-domain/unknown,openlibrary,
/works/OL38684W,Lord Jim,Joseph Conrad,1900,romance,https://covers.openlibrary.org/b/id/8236295-L.jpg,book_covers/_works_OL38684W_8236295.jpg,public-domain/unknown,openlibrary,"This compact novel, completed in 1900, is at its baseline a book of the sea. An English boy in"
/works/OL98491W,The Age of Innocence,Edith Wharton,1920,romance,https://covers.openlibrary.org/b/id/11196262-L.jpg,book_covers/_works_OL98491W_11196262.jpg,public-domain/unknown,openlibrary,Edith Wharton's most famous novel is a brilliantly realized anatomy of New York society in the 1870s.
/works/OL893707W,Madame Bovary,Gustave Flaubert,1856,romance,https://covers.openlibrary.org/b/id/12993424-L.jpg,book_covers/_works_OL893707W_12993424.jpg,public-domain/unknown,openlibrary,"Charles Bovary, médecin de campagne, veuf d'une mégère"
/works/OL468431W,The Great Gatsby,F. Scott Fitzgerald,1920,romance,https://covers.openlibrary.org/b/id/10590366-L.jpg,book_covers/_works_OL468431W_10590366.jpg,public-domain/unknown,openlibrary,"""Here is a novel, glamorous, ironical, compassionate – a marvelous fusion into unity of the curious inc"
/works/OL1095397W,Shirley,Charlotte Brontë,1800,romance,https://covers.openlibrary.org/b/id/11024634-L.jpg,book_covers/_works_OL1095397W_11024634.jpg,public-domain/unknown,openlibrary,"Shirley is Charlotte Brontë's second novel, published in 1849. It is written in the"
/works/OL362427W,Romeo and Juliet,William Shakespeare,1597,romance,https://covers.openlibrary.org/b/id/8257991-L.jpg,book_covers/_works_OL362427W_8257991.jpg,public-domain/unknown,openlibrary,Romeo and Juliet is a tragedy written by William Shakespeare early in his career. It was among Shakespeare's
/works/OL66554W,Pride and Prejudice,Jane Austen,1813,romance,https://covers.openlibrary.org/b/id/14348537-L.jpg,book_covers/_works_OL66554W_14348537.jpg,public-domain/unknown,openlibrary,Pride and Prejudice is an 1813 novel of manners written by Jane Austen. The novel follows
/works/OL81180W,Lady Chatterley's Lover,D. H. Lawrence,1900,romance,https://covers.openlibrary.org/b/id/12983362-L.jpg,book_covers/_works_OL81180W_12983362.jpg,public-domain/unknown,openlibrary,"Ours is essentially a tragic age, so we refuse to take it tragically. The cataclysm has happened,"
/works/OL176045W,The Woman in White,Wilkie Collins,1860,romance,https://covers.openlibrary.org/b/id/4684227-L.jpg,book_covers/_works_OL176045W_4684227.jpg,public-domain/unknown,openlibrary,The Woman in White is the first and most influential of the Victorian genre that combined Gothic horror with psychological realism.
/works/OL8483260W,Diary of a Wimpy Kid,Jeff Kinney,2002,romance,https://covers.openlibrary.org/b/id/14376136-L.jpg,book_covers/_works_OL8483260W_14376136.jpg,public-domain/unknown,openlibrary,"Greg Heffley is thrust into middle school. Can he and his best friend, Rowley Jefferson, make"
/works/OL29983W,Little Women,Louisa May Alcott,1848,romance,https://covers.openlibrary.org/b/id/8775559-L.jpg,book_covers/_works_OL29983W_8775559.jpg,public-domain/unknown,openlibrary,"Little girls, especially, love following the adventures of the four March sisters. Louisa May Alcotts classic"
/works/OL8763776W,Pickwick Papers,Charles Dickens,1800,romance,https://covers.openlibrary.org/b/id/13130696-L.jpg,book_covers/_works_OL8763776W_13130696.jpg,public-domain/unknown,openlibrary,Dickens’ first novel was originally written and published as a serial. It is a comedy relating the mis
/works/OL1095427W,Jane Eyre,Charlotte Brontë,1847,romance,https://covers.openlibrary.org/b/id/8235363-L.jpg,book_covers/_works_OL1095427W_8235363.jpg,public-domain/unknown,openlibrary,"The novel is set somewhere in the north of England. Jane's childhood at Gateshead Hall, where she is"
/works/OL76835W,Deception Point,Dan Brown,2001,thriller,https://covers.openlibrary.org/b/id/14553479-L.jpg,book_covers/_works_OL76835W_14553479.jpg,public-domain/unknown,openlibrary,Deception Point is a 2001 mystery-thriller novel by American author Dan Brown. It is Brown's
/works/OL76833W,Angels & Demons,Dan Brown,2000,thriller,https://covers.openlibrary.org/b/id/11408459-L.jpg,book_covers/_works_OL76833W_11408459.jpg,public-domain/unknown,openlibrary,Angels & Demons is a 2000 bestselling mystery-thriller novel written by American author Dan Brown. The
/works/OL14873315W,The Lost Symbol,Dan Brown,2009,thriller,https://covers.openlibrary.org/b/id/8373389-L.jpg,book_covers/_works_OL14873315W_8373389.jpg,public-domain/unknown,openlibrary,The Lost Symbol is a 2009 novel written by American writer Dan Brown. It is the third Brown novel to involve
/works/OL85753W,Casino Royale [James Bond (Original Series) #1],Ian Fleming,1953,thriller,https://covers.openlibrary.org/b/id/5540820-L.jpg,book_covers/_works_OL85753W_5540820.jpg,public-domain/unknown,openlibrary,This is the first of Ian Fleming's tales of secret agent 007. Bond is on a mission to neutral
/works/OL262438W,The Sign of Four,Arthur Conan Doyle,1889,thriller,https://covers.openlibrary.org/b/id/9247987-L.jpg,book_covers/_works_OL262438W_9247987.jpg,public-domain/unknown,openlibrary,"The Sign of the Four (1890), also called The Sign of Four, is the second novel featuring Sherlock"
/works/OL76837W,The Da Vinci Code,Dan Brown,2003,thriller,https://covers.openlibrary.org/b/id/9255229-L.jpg,book_covers/_works_OL76837W_9255229.jpg,public-domain/unknown,openlibrary,The Da Vinci Code is a 2003 mystery thriller novel by Dan Brown. It is Brown's second novel to
/works/OL262452W,His Last Bow [8 stories],Arthur Conan Doyle,1917,thriller,https://covers.openlibrary.org/b/id/8243267-L.jpg,book_covers/_works_OL262452W_8243267.jpg,public-domain/unknown,openlibrary,The adventure of Wisteria lodge. The adventure of Bruce-Partington plans. The disappearance of Lady Frances
/works/OL76524W,The Thirty-Nine Steps,John Buchan,1915,thriller,https://covers.openlibrary.org/b/id/93020-L.jpg,book_covers/_works_OL76524W_93020.jpg,public-domain/unknown,openlibrary,Richard Hannay has just returned to England after years in South Africa. But then a murder is committed in his
